"LPAD(1,2,0)||'|'||'VENDAS'||'|'||LPAD(50,3,0)||'|'||:SEQUENCIA||'|'||TO_CHAR(SYSDATE-1,'YYYYMMDDHHMI')||'|'||TO_CHAR(SYSDATE-1,'YYYYMMDD')||'|'||TO_CHAR(SYSDATE-1,'YYYYMMDD')||'|'||'22013079000209'||'|'||'07216054000138'","1"
"01|VENDAS|050||202304051015|20230405|20230405|22013079000209|07216054000138",1
"02|01|00000000000000008494|01|01|20230303|00000000000000000000|00000009481598000152|RJ|21010410|RJ|00000000|CIF|01",8494
"03|00000000000000008494|01|01|         3076|02|  55.74|N|   111.48|   111.48|00|00|00|00|00",8494
"02|01|00000000000000008495|01|01|20230303|00000000000000000000|00000026997310000116|RJ|21010410|RJ|00000000|CIF|01",8495
"03|00000000000000008495|01|01|         1430|06|  27.60|N|   165.60|   165.60|00|00|00|00|00",8495
"02|01|00000000000000008496|01|01|20230303|00000000000000000000|00000027469938000101|RJ|21010410|RJ|00000000|CIF|01",8496
"03|00000000000000008496|01|01|         1430|05|  27.60|N|   138.00|   138.00|00|00|00|00|00",8496
"02|01|00000000000000008498|01|01|20230303|00000000000000000000|00000007685038000194|RJ|21010410|RJ|00000000|CIF|01",8498
"03|00000000000000008498|01|01|         1430|10|  27.60|N|   276.00|   276.00|00|00|00|00|00",8498
"02|01|00000000000000008499|01|01|20230303|00000000000000000000|00000027982972000185|RJ|21010410|RJ|00000000|CIF|01",8499
"03|00000000000000008499|01|01|         1430|04|  27.60|N|   110.40|   110.40|00|00|00|00|00",8499
"02|01|00000000000000008511|01|01|20230307|00000000000000000000|00000005214120000105|RJ|21010410|RJ|00000000|CIF|01",8511
"03|00000000000000008511|01|01|         1430|10|  27.60|N|   276.00|   276.00|00|00|00|00|00",8511
"02|01|00000000000000008516|01|01|20230307|00000000000000000000|00000036376649000159|RJ|21010410|RJ|00000000|CIF|01",8516
"03|00000000000000008516|01|01|         1430|10|  27.60|N|   276.00|   276.00|00|00|00|00|00",8516
"02|01|00000000000000008518|01|01|20230307|00000000000000000000|00000024368473000104|RJ|21010410|RJ|00000000|CIF|01",8518
"02|01|00000000000000008518|01|01|20230307|00000000000000000000|00000024368473000104|RJ|21010410|RJ|00000000|CIF|01",8518
"03|00000000000000008518|01|01|         3077|03|  32.89|N|    98.67|    98.67|00|00|00|00|00",8518
"03|00000000000000008518|01|01|         3716|03|   5.44|N|    16.32|    16.32|00|00|00|00|00",8518
"02|01|00000000000000008519|01|01|20230308|00000000000000000000|00000019452818000173|RJ|21010410|RJ|00000000|CIF|01",8519
"03|00000000000000008519|01|01|         1430|10|  27.60|N|   276.00|   276.00|00|00|00|00|00",8519
"02|01|00000000000000008523|01|01|20230308|00000000000000000000|00000023408932000173|RJ|21010410|RJ|00000000|CIF|01",8523
"03|00000000000000008523|01|01|         1430|30|  27.60|N|   828.00|   828.00|00|00|00|00|00",8523
"02|01|00000000000000008526|01|01|20230309|00000000000000000000|00000029464682000175|RJ|21010410|RJ|00000000|CIF|01",8526
"03|00000000000000008526|01|01|         1430|10|  27.60|N|   276.00|   276.00|00|00|00|00|00",8526
"02|01|00000000000000008527|01|01|20230309|00000000000000000000|00000010478613000192|RJ|21010410|RJ|00000000|CIF|01",8527
"03|00000000000000008527|01|01|         1430|20|  27.60|N|   552.00|   552.00|00|00|00|00|00",8527
"02|01|00000000000000008547|01|01|20230314|00000000000000000000|00000007925554000220|RJ|21010410|RJ|00000000|CIF|01",8547
"03|00000000000000008547|01|01|        32365|01|  17.73|N|    17.73|    17.73|00|00|00|00|00",8547
"02|01|00000000000000008549|01|01|20230314|00000000000000000000|00000035380944000116|RJ|21010410|RJ|00000000|CIF|01",8549
"03|00000000000000008549|01|01|         1430|10|  27.60|N|   276.00|   276.00|00|00|00|00|00",8549
"02|01|00000000000000008550|01|01|20230314|00000000000000000000|00000006201259000187|RJ|21010410|RJ|00000000|CIF|01",8550
"03|00000000000000008550|01|01|         1430|10|  27.60|N|   276.00|   276.00|00|00|00|00|00",8550
"02|01|00000000000000008568|01|01|20230317|00000000000000000000|00000026789341000181|RJ|21010410|RJ|00000000|CIF|01",8568
"03|00000000000000008568|01|01|         1430|10|  27.60|N|   276.00|   276.00|00|00|00|00|00",8568
"02|01|00000000000000008569|01|01|20230317|00000000000000000000|00000027438820000116|RJ|21010410|RJ|00000000|CIF|01",8569
"03|00000000000000008569|01|01|         1430|10|  27.60|N|   276.00|   276.00|00|00|00|00|00",8569
"02|01|00000000000000008572|01|01|20230320|00000000000000000000|00000030752665000112|RJ|21010410|RJ|00000000|CIF|01",8572
"02|01|00000000000000008572|01|01|20230320|00000000000000000000|00000030752665000112|RJ|21010410|RJ|00000000|CIF|01",8572
"02|01|00000000000000008572|01|01|20230320|00000000000000000000|00000030752665000112|RJ|21010410|RJ|00000000|CIF|01",8572
"02|01|00000000000000008572|01|01|20230320|00000000000000000000|00000030752665000112|RJ|21010410|RJ|00000000|CIF|01",8572
"03|00000000000000008572|01|01|         1430|01|  27.60|N|    27.60|    27.60|00|00|00|00|00",8572
"03|00000000000000008572|01|01|         1430|01|  27.60|N|    27.60|    27.60|00|00|00|00|00",8572
"03|00000000000000008572|01|01|         1430|01|  27.60|N|    27.60|    27.60|00|00|00|00|00",8572
"03|00000000000000008572|01|01|         1430|01|  27.60|N|    27.60|    27.60|00|00|00|00|00",8572
"02|01|00000000000000008573|01|01|20230318|00000000000000000000|00000017655759001004|RJ|21010410|RJ|00000000|CIF|01",8573
"02|01|00000000000000008573|01|01|20230318|00000000000000000000|00000017655759001004|RJ|21010410|RJ|00000000|CIF|01",8573
"03|00000000000000008573|01|01|         1430|01|  27.60|N|    27.60|    27.60|00|00|00|00|00",8573
"03|00000000000000008573|01|01|         1430|03|  27.60|N|    82.80|    82.80|00|00|00|00|00",8573
"02|01|00000000000000008576|01|01|20230320|00000000000000000000|00000004653484000129|RJ|21010410|RJ|00000000|CIF|01",8576
"03|00000000000000008576|01|01|         1430|20|  27.60|N|   552.00|   552.00|00|00|00|00|00",8576
"02|01|00000000000000008578|01|01|20230320|00000000000000000000|00000006165268000160|RJ|21010410|RJ|00000000|CIF|01",8578
"02|01|00000000000000008578|01|01|20230320|00000000000000000000|00000006165268000160|RJ|21010410|RJ|00000000|CIF|01",8578
"03|00000000000000008578|01|01|         3716|01|   5.44|N|     5.44|     5.44|00|00|00|00|00",8578
"03|00000000000000008578|01|01|         3746|01|   6.45|N|     6.45|     6.45|00|00|00|00|00",8578
"02|01|00000000000000008588|01|01|20230322|00000000000000000000|00000019124343000196|RJ|21010410|RJ|00000000|CIF|01",8588
"03|00000000000000008588|01|01|         1430|10|  27.60|N|   276.00|   276.00|00|00|00|00|00",8588
"02|01|00000000000000008589|01|01|20230322|00000000000000000000|00000008738894000123|RJ|21010410|RJ|00000000|CIF|01",8589
"03|00000000000000008589|01|01|         1430|10|  27.60|N|   276.00|   276.00|00|00|00|00|00",8589
"02|01|00000000000000008591|01|01|20230323|00000000000000000000|00000029909488000156|RJ|21010410|RJ|00000000|CIF|01",8591
"03|00000000000000008591|01|01|         1430|10|  27.60|N|   276.00|   276.00|00|00|00|00|00",8591
"02|01|00000000000000008599|01|01|20230324|00000000000000000000|00000010408506000198|RJ|21010410|RJ|00000000|CIF|01",8599
"03|00000000000000008599|01|01|         1430|50|  25.10|N|  1255.00|  1255.00|00|00|00|00|00",8599
"02|01|00000000000000008600|01|01|20230324|00000000000000000000|00000033593575039835|RJ|21010410|RJ|00000000|CIF|01",8600
"02|01|00000000000000008600|01|01|20230324|00000000000000000000|00000033593575039835|RJ|21010410|RJ|00000000|CIF|01",8600
"03|00000000000000008600|01|01|         1430|01|  27.60|N|    27.60|    27.60|00|00|00|00|00",8600
"03|00000000000000008600|01|01|         1430|01|  27.60|N|    27.60|    27.60|00|00|00|00|00",8600
"02|01|00000000000000008611|01|01|20230327|00000000000000000000|00000004653484000129|RJ|21010410|RJ|00000000|CIF|01",8611
"03|00000000000000008611|01|01|         1430|10|  27.60|N|   276.00|   276.00|00|00|00|00|00",8611
"02|01|00000000000000008623|01|01|20230329|00000000000000000000|00000010381878000178|RJ|21010410|RJ|00000000|CIF|01",8623
"03|00000000000000008623|01|01|         1430|02|  27.60|N|    55.20|    55.20|00|00|00|00|00",8623
"02|01|00000000000000008625|01|01|20230329|00000000000000000000|00000033593575039835|RJ|21010410|RJ|00000000|CIF|01",8625
"03|00000000000000008625|01|01|         1430|01|  27.60|N|    27.60|    27.60|00|00|00|00|00",8625
"02|01|00000000000000008632|01|01|20230329|00000000000000000000|00000015266831000187|RJ|21010410|RJ|00000000|CIF|01",8632
"03|00000000000000008632|01|01|         1430|01|  27.60|N|    27.60|    27.60|00|00|00|00|00",8632
"02|01|00000000000000008637|01|01|20230330|00000000000000000000|00000031690024000143|RJ|21010410|RJ|00000000|CIF|01",8637
"03|00000000000000008637|01|01|         1430|03|  27.60|N|    82.80|    82.80|00|00|00|00|00",8637
"02|01|00000000000000008644|01|01|20230331|00000000000000000000|00000010684823000137|RJ|21010410|RJ|00000000|CIF|01",8644
"03|00000000000000008644|01|01|         1430|03|  27.60|N|    82.80|    82.80|00|00|00|00|00",8644
"02|01|00000000000000008645|01|01|20230331|00000000000000000000|00000041189314000161|RJ|21010410|RJ|00000000|CIF|01",8645
"03|00000000000000008645|01|01|         1430|10|  27.60|N|   276.00|   276.00|00|00|00|00|00",8645
"02|01|00000000000000023452|01|01|20230301|00000000000000000000|00000000011111111111|RJ|21010410|RJ|00000000|CIF|01",23452
"03|00000000000000023452|01|01|         1430|01|  27.60|N|    27.60|    27.60|00|00|00|00|00",23452
"02|01|00000000000000023456|01|01|20230301|00000000000000000000|00000000011111111111|RJ|21010410|RJ|00000000|CIF|01",23456
"03|00000000000000023456|01|01|         1430|01|  27.60|N|    27.60|    27.60|00|00|00|00|00",23456
"02|01|00000000000000023471|01|01|20230301|00000000000000000000|00000000011111111111|RJ|21010410|RJ|00000000|CIF|01",23471
"03|00000000000000023471|01|01|         1430|01|  27.60|N|    27.60|    27.60|00|00|00|00|00",23471
"02|01|00000000000000023474|01|01|20230301|00000000000000000000|00000000011111111111|RJ|21010410|RJ|00000000|CIF|01",23474
"03|00000000000000023474|01|01|        22035|02| 0.45|N| 0.90| 0.90|00|00|00|00|00",23474
"02|01|00000000000000023477|01|01|20230301|00000000000000000000|00000000011111111111|RJ|21010410|RJ|00000000|CIF|01",23477
"03|00000000000000023477|01|01|         1429|01|   5.10|N|     5.10|     5.10|00|00|00|00|00",23477
"02|01|00000000000000023480|01|01|20230301|00000000000000000000|00000000011111111111|RJ|21010410|RJ|00000000|CIF|01",23480
"03|00000000000000023480|01|01|        32365|01|  17.73|N|    17.73|    17.73|00|00|00|00|00",23480
"02|01|00000000000000023483|01|01|20230301|00000000000000000000|00000000011111111111|RJ|21010410|RJ|00000000|CIF|01",23483
"03|00000000000000023483|01|01|         1430|01|  27.60|N|    27.60|    27.60|00|00|00|00|00",23483
"02|01|00000000000000023489|01|01|20230301|00000000000000000000|00000000011111111111|RJ|21010410|RJ|00000000|CIF|01",23489
"03|00000000000000023489|01|01|         1430|01|  27.60|N|    27.60|    27.60|00|00|00|00|00",23489
